,review_body,stars,language,translated_review
897,"Si quieres iniciarte en el maravilloso mundo del zero waste lo recomiendo. Tiene datos concretos que te pueden ayudar en tu dia a dia que son muy útiles y además hay algunas recetas que están bien. El lado negativo de este libro, según mi opinión, es que explica demasiado su vida. Explica fases de su vida que son innecesarias, incluso destina un capítulo entero para hablar de su ""gran boda"", capítulo que lo leí por encima pues no me resultaba nada interesante y útil. Si quería dar consejos podria haber ido al grano con pequeñas prácticas, utensilios, materiales,...En definitiva, recomendable para ir consultando sobre temas específicos pero sobran datos y experiencias personales que poco importan al lector.",3,es,"If you want to start in the wonderful world of Zero Waste I recommend it.It has concrete data that can help you on your day that are very useful and there are also some recipes that are fine.The negative side of this book, in my opinion, is that it explains your life too much.He explains phases of his life that are unnecessary, even allocates an entire chapter to talk about his ""great wedding"", a chapter that I read above because I was not interesting and useful.If I wanted to give advice, I could have gone to the grain with small practices, utensils, materials, ... in short, recommended to consult specific issues but there are plenty of personal data and experiences that do not matter to the reader."
898,La durabilidad es muy escasa. Enseguida se cuarteó.,2,es,Durability is very scarce.He immediately fupped.
899,"Vino uno malo que no funciona , y el otro se escucha fatal ........ los e devuelto",1,es,"One bad that does not work, and the other is heard fatal ........ E returned"
900,"Son monísimos aunque pequeñitos. Para tener un detalle gracioso con alguien, están fenomenal. Yo sé los regalé de recuerdo a mis peques del cole y les hicieron mucha gracia.",4,es,"They are very cute but small.To have a funny detail with someone, they are phenomenal.I know I gave them to my children from school and they were very funny."
901,"Genial como todos sus libros!Esperando con ansia el siguiente!! Un gran libro de autoayuda, entretenido, muy útil, recomendable al 100%",5,es,"Great like all your books! Ansia the next !!A great self -help book, entertaining, very useful, 100% recommended"
902,"Compré este producto para limpiar los colectores de la moto y me lo dejo como si fuera nuevo, no esperes milagros y pensar que en una o dos pasadas se queda genial, hay que frotar para que quede bien y varias pasadas.",5,es,"I bought this product to clean the motorcycle collectors and I leave it as if it were new, do not expect miracles and think that in one or two passes it is great, you have to rub so that it is well and several passes."
903,Cogiendo una talla menos de lo normal quedan algo sueltos pero al tratarse de unas botas es incluso mejor. Respecto a la calidad perecen muy buenos y teniendo en cuenta que los he comprado por 28€ son impresionantes.,5,es,"Taking a less than normal size, something is loose but since they are boots, it is even better.Regarding quality, they perish very good and considering that I have bought them for € 28 are impressive."
904,"Esto no es un libro es un artículo de una revista, con contenido muy básico. Lo mejor es el gancho del título...",2,es,"This is not a book is an article from a magazine, with very basic content.The best thing is the hook of the title ..."
905,Materiales bastante endebles. No aguanta mucho peso encima. Lo uso con 6 disfraces de carnaval y no aguanto el peso.,2,es,Quite weak materials.It can't stand much weight on top.I use it with 6 carnival costumes and I can't stand the weight.
906,"Me ha gustado mucho, pero tuve que devolverlo porque lo quería para un escaparate y no se ve el efecto a no ser que lo pongas en una habitación que esté totalmente a oscuras.",4,es,"I liked it a lot, but I had to return it because I wanted it for a showcase and you don't see the effect unless you put it in a room that is totally dark."
907,El embalaje venía muy golpeado y parecía que lo habían abierto,2,es,The packaging was very beaten and it seemed that they had opened it
908,"El sonido es muy bueno, y se adaptan bién a la oreja. Como contra, pienso que podrían disponer de control de volumen.",4,es,"The sound is very good, and they also adapt to the ear.As against, I think they could have volume control."
909,"Bañador precioso aunque talla muy pequeño, pedido una talla mas como leí en comentarios pero mejor pedir dos, me vale pero un poco tirante, por lo demás perfecto",4,es,"Precious swimsuit although very small size, requested one more size as I read in comments but better to ask for two, it is worth but a little strap, otherwise perfect"
910,Bolsas que encajan perfectamente en las maletas de mi moto BMW 1600. Muy bien diseñadas. Relacion- precio cumplen con mis expectativas.,5,es,Bags that fit perfectly in the suitcases of my bmw 1600 motorcycle. Very well designed.Relationship-price meet my expectations.
911,"Estoy empezando a probarlas, llevo tres días, pero de momento no noto nada raro, y bueno espero que produzcan los efectos que dicen en su prospecto. Gracias",4,es,"I am starting to try them, I have been three days, but for the moment I do not notice anything weird, and well I hope they produce the effects they say on their prospect.Thank you"
912,"NO COMPRAR ESTA EDICION. Para quimica es fundamental los colores, pues han tenido la poca vergüenza de quitar paginas a color de la edicion inglesa e imprimirlas en blanco y negro. Lamentable espectaculo.",1,es,"Do not buy this edition.For chemistry, colors are essential, as they have been shame of removing color pages from the English edition and printing them in black and white.Unfortunate spectacle."
913,"Un juego sencillo pero que cumple para pasar un buen rato, lo que mejoraria seria que fuese inmantado para que no se descoloquen las fichas.",3,es,"A simple game that meets a good time, what would improve it would be to be unchanged so that the chips do not fall."
914,"Calienta el salón perfectamente, eso sí es un salón pequeño, no pesa nada y puede colgarse en la pared. La pega es que de vez en cuando para calentarse emite un ruido molesto como metálico y no lo usaría para dormir, pero para lo que yo quería viene perfecto.",4,es,"Heats the living room perfectly, that is a small room, nothing weighs and can hang on the wall.The paste is that from time to time to warm it emits an annoying noise as a metallic one and I would not use it to sleep, but for what I wanted it is perfect."
915,"A las primeras de cambio, se ha quedado sin potencia. No tiene la fuerza necesaria para picar y demoler cemento y hormigón",1,es,"At the first change, it has run out of power.It does not have the necessary strength to chop and demolish cement and concrete"
916,"Se rompen muy fácilmente. No es una buena compra. Me llegaron todas blancas, lo cual fue una buena noticia para mi, pero a la hora de utilizarlas se rompen a las 12-15 tiradas. Poco recomendable",2,es,"They break very easily.It is not a good purchase.They all white, which was good news for me, but when using them they are broken at 12-15 thrown.Not recommended"
917,La importancia de un buen lenguaje para conseguir una vida satisfactoria,4,es,The importance of a good language to achieve a satisfactory life
918,"Es un cable largo, tiene buena calidad pero muy rigido al mismo tiempo, cuando lo pones a cargar y usas el telefono es algo molesto",4,es,"It is a long cable, it has good quality but very rigid at the same time, when you put it to load and use the phone is somewhat annoying"
919,Están bien. Pero se salen del talón. Prefiero otros que tengo para practicar Pilates. Estéticamente quedan monos pero para la práctica no sirven mucho.,2,es,They are fine.But they get out of the heel.I prefer others that I have to practice pilates.Aesthetically there are monkeys but for practice they don't work much.
